How to make my home safe for my autistic child?,"Here are some tips to improve safety in home 
1. Use Locks and alarms where appropriate
2. Arrange the furniture appropriately
3. Make electrical outlets and appliances safe
4. Safeguard Your Windows
5. Lock harazdous items away
Read more:
https://www.autism-society.org/living-with-autism/how-the-autism-society-can-help/safe-and-sound/safety-in-the-home/

Continue asking or input 'go back' to Main Service"
"I want to care for my child after I'm gone, but I was told by my lawyer not to leave any money in my child's name. Why?","Because showing more than $2,000 in assets could make your child ineligible for federal benefits such as Medicaid and SSI.
Read more:
https://kidshealth.org/en/parents/needs-planning.html

Continue asking or input 'go back' to Main Service"
"Now that I have a trust, who should I choose to be trustee?","A family member or friend plus a professional trustee, such as a bank or a lawyer, who can choose the investments and manage the taxes. It is important to pick trustees who will be able to manage the trust for decades.
Read more:
https://tacanow.org/family-resources/legal-planning-special-needs-trusts/

Continue asking or input 'go back' to Main Service"
Why does a parent with an autistic child need a will?,"A will specifies what will be done with your assets after your death. By writing a will, you make sure that your assets are left to the special needs trust and not to your child. Without a will, a probate court judge could name your child as a beneficiary, which could make your child ineligible for federal benefits. The will is also where you can specify a guardian who will take care of your child.
Read more:
https://kidshealth.org/en/parents/needs-planning.html

Continue asking or input 'go back' to Main Service"
What is a multidisciplinary team and how do they help to diagnose an autistic child?,"Autism is a complex disorder. A comprehensive evaluation requires a multidisciplinary team and may include a psychologist, speech therapist, occupational therapist and other professionals who diagnose children with autism. The team members will conduct a thorough neurological assessment and in-depth cognitive and language testing. After a thorough evaluation, the team usually meets with parents to explain the results of the evaluation and present the diagnosis.
Read more:
https://shineireland.com/what-is-autism/

Continue asking or input 'go back' to Main Service"
What is the Picture Exchange Communication System (PECS)?,"The Picture Exchange Communication System (PECS) is an augmentative and alternative communication (AAC) system that involves the physical exchange of pictures to communicate with another person for the purpose of requesting or commenting. It was originally developed for use with preschool children with autism spectrum disorder and other related developmental disabilities.
Read more:
https://childdevelopment.com.au/areas-of-concern/using-speech/picture-exchange-communication-systems-pecs/

Continue asking or input 'go back' to Main Service"
"When discussing plans for my autistic teenage son, I've heard the term 'transition.' What does it mean?","As Autistic child reaches late teens their entitlement to public education ends as does the security of fedaral mandated services. For many autistic children this is a time of transition from school life to adult life, making it one of the most challenging times for individuals with ASD and their families. This doesnt come as a surprise because as part of IEP parents should start preparing transition plans  4 or more years before this.
Read more:
https://books.google.co.in/books?id=LtqUAChbC98C&pg=PA180&lpg=PA180&dq=Autism+When+discussing+plans+for+my+teenage+son,+I%E2%80%99ve+heard+the+term+%E2%80%9Ctransition.%E2%80%9D+What+does+it+mean?&source=bl&ots=vEBPTwDTsA&sig=ACfU3U3kxtUTNOWNuypGWRA9ri05BRBLkQ&hl=en&sa=X&ved=2ahUKEwjjxpPhsuXyAhWbIbcAHaTnA3YQ6AF6BAgwEAM#v=onepage&q=Autism%20When%20discussing%20plans%20for%20my%20teenage%20son%2C%20I%E2%80%99ve%20heard%20the%20term%20%E2%80%9Ctransition.%E2%80%9D%20What%20does%20it%20mean%3F&f=false

Continue asking or input 'go back' to Main Service"
What can I do if I don't agree with the findings in the IEP?,"If the parents do not agree with the IEP and placement, they may discuss  their concerns with other members of the IEP team and try to work out an agreement. If they still disagree, parents can ask for mediation, or the school may offer mediation. Parents may file a complaint with the state education agency and may request a due process hearing, at which time mediation must be available.
Read more:
https://www2.ed.gov/parents/needs/speced/iepguide/index.html

Continue asking or input 'go back' to Main Service"
What can a 'special-needs trust' pay for?,"These trusts typically pay for things like education, recreation, counseling, and medical attention beyond the simple necessities of life.
Read more:
https://specialneedsanswers.com/what-can-a-special-needs-trust-pay-for-17061

Continue asking or input 'go back' to Main Service"
Where can I find coping and support?,"Raising a child with ASD can be physically exhausting and emotionally draining. These suggestions may help:
1. Find a team of trusted professionals. A team, coordinated by your doctor, may include social workers, teachers, therapists, and a case manager or service coordinator
2. Take time for yourself and other family members. Caring for a child with autism spectrum disorder can put stress on your personal relationships and your family.
3.Seek out other families of children with autism spectrum disorder. Other families struggling with the challenges of autism spectrum disorder may have useful advice.
4.Ask your doctor about new technologies and therapies. Researchers continue to explore new approaches to help children with autism spectrum disorder.
Read more:
https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/diagnosis-treatment/drc-20352934

Continue asking or input 'go back' to Main Service"
How to develope friendships with autistic child?,"One of the best ways to develop friendships is through shared interests such as boy scouts, robotics clubs, school plays, band, school newspaper. Those activities provide peers with whom a child can share his or her favorite interests. Friendships can be encouraged informally by inviting other children to the home to play, with parents or therapists helping to supervise and support those playgroups. In school, recess can be a valuable time for teachers to encourage play with other children. Supervision is important.
Read more:
https://www.autism.org/advice-for-parents/

Continue asking or input 'go back' to Main Service"
How Can I Deal With the autisim diagnosis?,"Start by being patient and kind with yourself, your spouse, and your child. Give yourself time to process all of the feelings that you are going to encounter, and don't suppress your emotions. Many parents of children with autism find it helpful to talk to a counselor or therapist after they receive the initial diagnosis. Next, get to work and arm yourself with information. Be sure to reach out to the community to find out about the best programs and other resources in your area.
Read more:
https://springbrookbehavioral.com/frequently-asked-questions-about-autism/

Continue asking or input 'go back' to Main Service"
How can I help my children form a relationship with their autistic sibling?,"1. Invite the sibling to office visits together with their brother or sister. Let them know how glad you are that they're able to attend the visit, and empower them with the sense that they, too, have a voice in the care of their sibling.
2.Let them know that negative and confusing thoughts about their sibling with autism are common. tell them that some siblings are resentful of the time parents spend with the child with a disability or illness. Some feel embarrassed by the behavior of their brothers or sisters, while others might even be scared that one day they'll have to care for their sibling.
3.Parents [should communicate] to their children that they [understand] what they're going through is tough, and that negative feelings are normal. Set aside time for open communication and ventilation of those feelings.
Read more:
https://www.healthline.com/health/our-two-cents-doctors-answer-questions-about-autism

Continue asking or input 'go back' to Main Service"
How do individuals with austism communicate?,"Individuals with ASD vary greatly in their communication skills
1.Some individuals are highly articulate and effective communicators, often well above their chronological age.
2.Some individuals may never develop language. Others may develop simple language or some may not develop speech but may communicate with devices, signing, pictures or writing
Read more:
https://www.autismsa.org.au/frequently-asked-questions-about-asd

Continue asking or input 'go back' to Main Service"
Mothers were originally blamed for their child's autism. True or false?,"True.In the past mothers were blamed for their child's autism. Women were called ""refrigerator mothers"" and accused of being to emotionally frigid with their children, causing the autism. This caused many mothers to feel guilty and doubt their parenting skills. Fortunately, this theory of parenting causing autism has been widely discredited.
Read more:
https://www.emedicinehealth.com/autism_spectrum_disorder_quiz_iq/faq.htm

Continue asking or input 'go back' to Main Service"
Is there a relationship between mitochondrial disease and autism?,"A child with autism may or may not have a mitochondrial disease. When a child has both autism and a mitochondrial disease, they sometimes have other problems as well, including epilepsy, problems with muscle tone, and/or movement disorders. More research is needed to find out how common it is for people to have autism and a mitochondrial disorder. Right now, it seems rare.
Read more:
https://www.cdc.gov/ncbddd/autism/topics.html

Continue asking or input 'go back' to Main Service"
What do we know about the relationship between mitochondrial disease and other disorders related to the brain?,"Different parts of the brain have different functions. The area of the brain that is damaged by a mitochondrial disease determines how the person is impacted. This means that a person could have seizures; trouble talking or interacting with people; difficulty eating; muscle weakness, or other problems. They could have one issue or several.
Read more:
https://www.cdc.gov/ncbddd/autism/topics.html

Continue asking or input 'go back' to Main Service"
What are the benefits of an Asperger syndrome diagnosis?,"Some people see a formal diagnosis as an unhelpful label, but for many, getting a thorough assessment and diagnosis may be helpful because it helps people with Asperger syndrome (and their families, partners, employers, colleagues, teachers and friends) to understand why they may experience certain difficulties and what they can do about themit allows people to access services and support.
Read more:
https://www.autism.org.uk/advice-and-guidance/what-is-autism/asperger-syndrome

Continue asking or input 'go back' to Main Service"
What can I do because my autistic child never listens and I seem to be always nagging?,"Secret signals are a favorite intervention tool that can be used for many situations. The child is taught a signal as a prompt for a desired behavior. For children who speak too loudly indoors or in public, a 'V' sign standing for 'voice' can be made. For sucking thumbs, nail-biting, or even hair pulling, a child can be shown 'three fingers,' as a sign to count to three and take three breaths. And for children who touch themselves inappropriately in public, showing them a 'P' for 'private' can be used to encourage the child to stop and think about what they're doing.
Read more:
https://www.healthline.com/health/our-two-cents-doctors-answer-questions-about-autism

Continue asking or input 'go back' to Main Service"
What is the difference between autism and learning disabilities?,"Autism and learning disabilities can occur together, however autism spectrum disorder is not a learning disability. Learning disabilities, also referred to as specific learning disorders, are usually identified once a child is in school and are more commonly associated with ADHD (which also can co-occur with autism). They refer to serious and ongoing problems in one of three areas: reading, writing and mathematics. A well-known learning disorder is dyslexia, which affects reading and spelling and often runs in families.
Read more:
https://rockmelon.com/about-autism/

Continue asking or input 'go back' to Main Service"
What other healthcare services are available for my autistic child?,"Most countries have one set of services for children under 3 years old (early intervention), and a second set of services for older children and adults. Typical services for people with autism include respite, habilitation, speech therapy, and occupational therapy. The qualifications for these programs vary between states, but are generally limited to children with significant developmental delays.
Read more:
https://www.autism.org/advice-for-parents/

Continue asking or input 'go back' to Main Service"
Is autism contagious?,"Autism is not a contagious condition. Autism is likely caused by a combination of inherited genes and environmental factors that influence how an autistic person's brain developed before or just after they were born. Autism is not transferred by an infection, and one person cannot catch it from another. 
Read more:
https://iancommunity.org/autism-faq

Continue asking or input 'go back' to Main Service"
Is autism a new condition?,"It is likely that autism has always existed, but it is impossible to prove or disprove this. Certainly, there have been people including some famous and highly talented people throughout history who displayed typically autistic traits. It took many decades for the fields of neurology, psychology, and psychiatry to evolve the modern definition of autism spectrum disorder and agree upon criteria to diagnose ASD. It is only in the past few years that screening for autism has become prevalent.
Read more:
https://www.myautismteam.com/resources/autism-an-overview

Continue asking or input 'go back' to Main Service"
Is autism permanent?,"There is some controversy on the topic of whether autism is always permanent. For the majority of people with ASD, it is a lifelong condition.
Read more:
https://www.myautismteam.com/resources/autism-an-overview

Continue asking or input 'go back' to Main Service"
What to prepare for my appointment?,"Your child's health care provider will look for developmental problems at regular checkups. Mention any concerns you have during your appointment. If your child shows any signs of autism spectrum disorder, you'll likely be referred to a specialist who treats children with the disorder for an evaluation. Bring a family member or friend with you to the appointment, if possible, to help you remember information and for emotional support.
Read more:
https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/diagnosis-treatment/drc-20352934

Continue asking or input 'go back' to Main Service"
"If there is no autism epidemic, why do the autism statistics just keep climbing?","More people than ever before are being diagnosed with an ASD. Since there is more than one cause of autism, there may be more than one reason for the increase. A small portion of the increase of autism may be due to improved diagnosis and awareness, but a report from California (King 2009) reveals that this only explains 25% of the increase.The major reason for the increase is certainly due to environmental factors, not genetics, since there is no such thing as a 'genetic epidemic.'
Read more:
https://www.autism.org/advice-for-parents/

Continue asking or input 'go back' to Main Service"
Is there an ASD epidemic?,"More people than ever before are being diagnosed with an ASD. Since there is more than one cause of autism, there may be more than one reason for the increase. A small portion of the increase of autism may be due to improved diagnosis and awareness, but a report from California (King 2009) reveals that this only explains 25% of the increase.The major reason for the increase is certainly due to environmental factors, not genetics, since there is no such thing as a 'genetic epidemic.'
Read more:
https://www.autism.org/advice-for-parents/

Continue asking or input 'go back' to Main Service"
What is RDI and how can RDI help?,"Relationship Development Intervention (RDI) is a method for teaching children how to develop relationships, first with their parents and later with their peers. It directly addresses a core issue in autism, namely the development of social skills and friendships. It involves extensive training of the  parents by a certified RDI consultant, so that they become much more able to effectively interact with their children.
Read more:
https://www.autism.org/advice-for-parents/

Continue asking or input 'go back' to Main Service"
What are the Autism Spectrum Disorders (ASD)?,"Autism spectrum disorder (ASD) is a neurodevelopmental disorder defined by persistent deficits in social communication and social interaction, accompanied by restricted, repetitive patterns of behavior, interests, or activities. The signs of ASD are usually evident in early childhood. Though it is still considered a lifelong diagnosis, with appropriate early intervention, individuals with ASD can lead  productive, inclusive, and fulfilling lives.
Read more:
https://autismnavigator.com/what-is-autism/

Continue asking or input 'go back' to Main Service"
Are antipsychotic medications helpful in the treatment of autism?,"Atypical antipsychotics have become indispensable in the treatment of a variety of symptoms in autism. They are frequently used to treat irritability and associated behaviors including aggression and self injury. They may also be efficacious for hyperactivity and stereotyped behavior.
Read more:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2171144/

Continue asking or input 'go back' to Main Service"
How do I change my autistic child's behaviors to reduce risk of accident or injury?,"Behavioural skills training (BST) is a strategy commonly used to teach a variety of skills to people with disabilities. This can include safety skills such as learning how to solicit help, what to do upon finding a firearm and reducing the risks of abduction. The model involves: (1) instructions, (2) modelling, (3) rehearsal and (4) feedback.
Read more:
https://theconversation.com/how-parents-and-caregivers-can-help-keep-children-with-autism-safe-120653

Continue asking or input 'go back' to Main Service"
How will I know if a new therapy is right from my autistic child?,"Four tips to evaluate if your autism therapy is helping your ASD child
1)Enjoyment level. Children with ASD did much better learning when their therapy included favourite subjects, objects or activities.
2)Are your children actually learning tools? Or are they performing 'tricks' to make their therapists or you happy.
3)Does the therapy involve a lot of emotional stress and confusion? This is likely not going to produce lasting results.
4) Listen to your child and trust your own instincts.
Read more:
https://autismawarenesscentre.com/what-therapy-good-asd/

Continue asking or input 'go back' to Main Service"
Is there any harm in trying unproven treatments on my child?,"According to the Food and Drug Administration (FDA), products or treatments claiming to cure autism are deceptive and misleading, because there is no cure for autism. The same is true of many products claiming to 'treat' autism or autism-related symptoms. Some may carry significant health risks.
Read more:
https://www.fda.gov/consumers/consumer-updates/be-aware-potentially-dangerous-products-and-therapies-claim-treat-autism

Continue asking or input 'go back' to Main Service"
Is there anything I should do before giving my child a medication?,"Before deciding whether medication is right for your child, it's important to talk with your child's doctor about what the medication does and what its side effects are.
Read more:
https://raisingchildren.net.au/autism/therapies-services/therapies-interventions/medications-asd

Continue asking or input 'go back' to Main Service"
What are some common dietary interventions used to treat Autism?,"Many parents have reported a reduction in autism symptoms when certain dietary interventions have been tried. These diets include the following:
- Casein-free diet (casein is a protein found in milk; this diet eliminates milk and all by-products of milk)
- Gluten-free diet (gluten is a protein found in many grains; this diet eliminates such grains)
- Feingold diet (eliminates additives and chemicals)
- Specific Carbohydrate diet (removes specific carbohydrates including all grains, lactose and sucrose)
- Yeast-free Diet (eliminates yeast and sugar)
Read more:
https://iancommunity.org/cs/what_do_we_know/special_diets

Continue asking or input 'go back' to Main Service"
What is Sensory Integration therapy?,"Sensory integration therapy aims to help kids with sensory processing issues (which some people may refer to as 'sensory integration disorder') by exposing them to sensory stimulation in a structured, repetitive way. The theory behind it is that over time, the brain will adapt and allow kids to process and react to sensations more efficiently.
Read more:
https://www.understood.org/articles/en/sensory-integration-therapy-what-you-need-to-know

Continue asking or input 'go back' to Main Service"
What is TEACCH?,"During the late 1970's, the Treatment and Education of Autistic and Communication Handicapped Children (TEACCH) research program was formed at the University of North Carolina. The TEACCH method was developed by researchers who wanted a more effective and integrated approach to helping individuals with autism spectrum disorders (ASD). TEACCH is an evidence-based academic program that is based on the idea that autistic individuals are visual learners, so teachers must correspondingly adapt their teaching style and intervention strategies.
Read more:
https://www.appliedbehavioranalysisprograms.com/faq/what-is-the-teacch-method/

Continue asking or input 'go back' to Main Service"
What is chelation therapy?,"Chelation therapy uses special drugs that bind to metals in your blood. You get the chelating medicine through an intravenous (IV) tube in your arm. It's also available in pill form. Once the drug has attached to the metal, your body removes them both through your urine. The American Academy of Pediatrics (AAP) says there's no evidence that chelation is an effective treatment for autism, and it may be dangerous. The AAP doesn't recommend using chelation therapy for autism, except in a clinical trial.
Read more:
https://www.webmd.com/balance/guide/what-is-chelation-therapy

Continue asking or input 'go back' to Main Service"
Are there therapies or medication treatments for autism?,"The primary and first-line treatments include intensive behavioral and educational therapies that promote the development of the unique social and communication deficits seen in individuals with autism. Specific interventions should be tailored to each individual's needs and may include both behavioral and pharmacological interventions. Many children benefit from a multidisciplinary team that may include applied behavior analysis (ABA) therapists, speech and language pathologists, occupational therapists, physical therapists and other professionals. There is currently no cure for autism.
Read more:
https://icahn.mssm.edu/research/seaver/resources/autism-faqs

Continue asking or input 'go back' to Main Service"
Are there medication treatments for autism?,"The primary and first-line treatments include intensive behavioral and educational therapies that promote the development of the unique social and communication deficits seen in individuals with autism. Specific interventions should be tailored to each individual's needs and may include both behavioral and pharmacological interventions. Many children benefit from a multidisciplinary team that may include applied behavior analysis (ABA) therapists, speech and language pathologists, occupational therapists, physical therapists and other professionals. There is currently no cure for autism.
Read more:
https://icahn.mssm.edu/research/seaver/resources/autism-faqs

Continue asking or input 'go back' to Main Service"
